period,inflation_gap,output_gap,lagged_policy_rate_gap,action,loss
0,-0.019737170630000023,0.03096444537982,1.0000938526302,0.9047309756278992,0.18388933777019204
1,-0.018762772769117086,0.05018947284328992,0.9047309756278992,0.8322378993034363,0.10811309241798787
2,-0.016813161871034987,0.07974130544750686,0.8322378993034363,0.7749580144882202,0.07175882810404281
3,-0.014581382829153444,0.13044320800556383,0.7749580144882202,0.7266241312026978,0.06207739410498456
4,-0.01174557165768686,0.18497093619577756,0.7266241312026978,0.6824063062667847,0.06947610330271102
5,-0.008546404792996176,0.24276948876383245,0.6824063062667847,0.6489686369895935,0.07434989320368335
6,-0.005066022291375649,0.3015113260513951,0.6489686369895935,0.6119722127914429,0.10747280037129203
7,-0.0013028995518202802,0.3645928619115298,0.6119722127914429,0.5706462860107422,0.15124042859786452
8,0.002886237870698416,0.4327703464198581,0.5706462860107422,0.5330299139022827,0.19321858583932505
9,0.00744747606492524,0.5065366291067849,0.5330299139022827,0.4980648458003998,0.2504036109704318
10,0.012378629401546881,0.5855014112595902,0.4980648458003998,0.4644770622253418,0.3245345322667164
11,0.017708305234431343,0.6689859820255925,0.4644770622253418,0.44350096583366394,0.4031129493541875
12,0.023320792364159626,0.7542010312118775,0.44350096583366394,0.43989408016204834,0.5016104157535434
13,0.02902816284234966,0.8378720466048588,0.43989408016204834,0.43786200881004333,0.6190983323955903
14,0.03485098129073272,0.9196206558004045,0.43786200881004333,0.4341163635253906,0.7462591830127053
15,0.040866257340892886,0.9994532717062979,0.4341163635253906,0.4331437647342682,0.8814513532685357
16,0.047034570224759875,1.077725615300064,0.4331437647342682,0.4293728470802307,1.0255263724769612
17,0.05340754070981646,1.1553516763307317,0.4293728470802307,0.4237295091152191,1.1792685431641066
18,0.060047939106067094,1.2323869478746392,0.4237295091152191,0.41873839497566223,1.3419722424106295
19,0.06693785506692729,1.3090630005269477,0.41873839497566223,0.4137808382511139,1.514564114937916
20,0.07408236189642814,1.3853273696970356,0.4137808382511139,0.40849390625953674,1.6967223460144527
21,0.081488441567096,1.4612157987284173,0.40849390625953674,0.4002666473388672,1.8890338986161253
22,0.08918019280328382,1.5374735913231654,0.4002666473388672,0.38647937774658203,2.09430468319907
23,0.0972164007324281,1.6152689424166538,0.38647937774658203,0.3746430575847626,2.310929536903949
